CustomerID,FirstName,LastName,Gender,Age,Email,Phone,City,State,Country,SignupDate,LastPurchaseDate,TotalPurchases,TotalSpent
174,Caitlin,George,Other,68,caitlin.george@gmail.com,638.444.9689x49116,East Angela,Nebraska,Turkmenistan,2023-03-24,2025-04-07,20,780.99
175,Michael,Smith,Other,18,michael.smith@hotmail.com,(364)931-5707x654,Weberton,Colorado,Bulgaria,2025-08-08,2025-09-06,7,4959.37
176,John,Newman,Male,30,john.newman@gmail.com,+1-400-730-5232x466,South Davidton,Connecticut,Burundi,2021-03-02,2024-02-12,16,4976.31
177,Mark,Martinez,Male,65,mark.martinez@yahoo.com,6185910863,Jordanmouth,Arizona,Colombia,2022-05-09,2022-07-01,14,1216.98
178,Paul,Shannon,Female,73,paul.shannon@gmail.com,511.169.2880,New Tammyberg,Iowa,Indonesia,2023-06-02,2025-03-18,12,583.54
179,Derek,Rivera,Other,40,derek.rivera@yahoo.com,+1-408-769-4540,East Adam,Nevada,Vanuatu,2022-04-09,2025-08-20,25,665.84
180,Sandra,Jenkins,Female,41,sandra.jenkins@yahoo.com,(988)165-9504x5406,South Dawn,Delaware,Uzbekistan,2022-06-10,2025-05-30,27,1404.2
181,Kevin,Scott,Female,69,kevin.scott@gmail.com,320-477-6172x962,North Kennethshire,Maryland,Algeria,2021-07-05,2025-02-04,49,2879.84
182,Lee,Ryan,Male,30,lee.ryan@yahoo.com,+1-662-328-2852x619,Mckinneyside,Massachusetts,Togo,2021-03-08,2022-11-02,36,1009.73
183,Gary,Reid,Female,23,gary.reid@hotmail.com,+1-625-716-6143x820,Robertsberg,West Virginia,Syrian Arab Republic,2025-04-18,2025-04-18,34,1741.24
184,Victor,Kirk,Male,68,victor.kirk@gmail.com,913.503.9036x257,South Elizabethview,Utah,Guam,2020-12-20,2021-07-03,16,726.16
185,David,Rivera,Male,74,david.rivera@yahoo.com,074-236-6051x3984,Santiagoburgh,Oklahoma,Iran,2024-07-02,2025-08-12,29,1301.77
186,David,Kent,Other,19,david.kent@yahoo.com,242-549-1572,Jamestown,South Carolina,Guinea-Bissau,2020-09-13,2022-07-28,24,1960.45
187,Steven,Page,Other,19,steven.page@yahoo.com,001-179-278-1363x55928,East Tommy,West Virginia,Aruba,2024-08-14,2025-03-22,7,296.84
188,Jason,Fleming,Male,18,jason.fleming@gmail.com,662.222.9917,Hoganland,Utah,Heard Island and McDonald Islands,2023-05-27,2025-06-08,8,681.01
189,Patricia,Green,Male,71,patricia.green@hotmail.com,+1-221-985-2576x60872,Lake Timothy,South Dakota,Ethiopia,2022-08-29,2022-09-25,46,4028.63
190,Lindsey,Mays,Female,47,lindsey.mays@gmail.com,+1-133-058-8265,South Jennifer,California,India,2024-10-06,2025-01-25,50,2483.06
191,Jeffrey,Smith,Female,35,jeffrey.smith@yahoo.com,350.204.3053x815,New Gary,West Virginia,Paraguay,2022-10-06,2022-11-23,8,3800.34
192,Maria,Pena,Other,57,maria.pena@gmail.com,001-560-502-7247x028,Bettytown,Maryland,Korea,2021-12-31,2022-02-08,24,603.27
193,Kayla,Wise,Male,29,kayla.wise@hotmail.com,+1-280-763-5906x0359,Codytown,Oregon,Sweden,2021-06-12,2025-06-24,6,2031.72
194,Thomas,Garcia,Female,22,thomas.garcia@yahoo.com,001-494-379-2869,West Tracy,Michigan,Monaco,2021-09-18,2024-01-21,28,3560.76
195,Angie,Castro,Male,53,angie.castro@gmail.com,548-708-7733,Port Randy,Louisiana,Saint Pierre and Miquelon,2024-04-21,2024-11-25,38,1389.95
196,Katie,Patrick,Male,26,katie.patrick@yahoo.com,955-946-6683,Lake Jennifer,Nevada,Angola,2022-03-30,2024-10-29,31,1171.09
197,Eugene,Hess,Female,68,eugene.hess@hotmail.com,001-262-636-2049x37597,Paulland,New Mexico,Mayotte,2022-04-14,2024-03-05,38,1821.22
198,Patricia,Monroe,Female,21,patricia.monroe@yahoo.com,(565)131-1289x639,West Eric,Idaho,Georgia,2021-03-07,2024-09-05,6,682.29
199,Susan,Bennett,Female,42,susan.bennett@gmail.com,479-847-4167,North Matthewstad,Minnesota,Saint Martin,2020-10-22,2024-09-03,32,2260.91
200,Richard,Pena,Other,47,richard.pena@hotmail.com,(467)524-3023,Port Katie,Rhode Island,New Zealand,2020-10-17,2024-07-06,35,903.2
201,Nathaniel,Bates,Other,34,nathaniel.bates@hotmail.com,001-395-091-4092x361,Cookestad,Idaho,Timor-Leste,2021-11-04,2024-04-04,33,4498.39
202,Crystal,Lewis,Male,74,crystal.lewis@hotmail.com,001-095-318-8851,Lake Joannaview,West Virginia,Guyana,2021-07-09,2022-01-02,19,1539.06
203,Joshua,Cortez,Other,59,joshua.cortez@yahoo.com,001-922-444-5018x80418,Lake Rickyfurt,Illinois,Saint Pierre and Miquelon,2025-07-19,2025-08-01,34,2174.82
204,Sarah,Anderson,Male,43,sarah.anderson@gmail.com,180-662-2133x523,Jerryside,Nebraska,American Samoa,2024-05-06,2025-07-28,39,1304.24
205,Joshua,Barrett,Female,59,joshua.barrett@gmail.com,001-675-090-7605x853,Mendozafort,Maine,Burundi,2023-12-10,2025-07-18,43,2239.71
206,Julie,Livingston,Other,66,julie.livingston@hotmail.com,001-452-905-9647x4536,Smithhaven,Tennessee,Bulgaria,2022-01-09,2025-04-24,5,201.68
207,Christopher,Castillo,Male,44,christopher.castillo@hotmail.com,+1-741-214-1768x614,Mannmouth,Illinois,Saint Helena,2024-11-01,2025-04-08,11,969.78
208,Guy,Howard,Other,58,guy.howard@hotmail.com,300.113.4525x9916,Jasonshire,Montana,Macedonia,2023-11-21,2025-04-27,13,3881.96
209,Margaret,Jones,Male,21,margaret.jones@hotmail.com,(492)023-9981x61089,West Brandonmouth,South Dakota,Sudan,2022-05-25,2024-01-23,14,2472.66
210,Randy,Richards,Male,21,randy.richards@hotmail.com,383-340-0650,South Johnnyhaven,Alaska,Palau,2021-03-23,2022-06-23,18,4424.53
211,Amy,Robbins,Male,75,amy.robbins@yahoo.com,001-115-530-1673x5143,Austinhaven,Illinois,Mauritania,2025-03-05,2025-03-21,16,3919.85
212,Jacob,Wood,Male,68,jacob.wood@gmail.com,8215061458,Lake Paula,Indiana,Swaziland,2022-10-02,2024-01-26,4,2721.56
213,Kevin,Morales,Male,55,kevin.morales@hotmail.com,0398816652,South Morgan,Georgia,Ukraine,2025-02-05,2025-08-23,23,2966.7
214,William,Gray,Other,35,william.gray@yahoo.com,324.383.6077x09442,Pearsonfort,Idaho,Venezuela,2021-06-12,2022-11-18,22,636.58
215,Joshua,Thompson,Female,22,joshua.thompson@gmail.com,893-261-0487,New Tim,New Jersey,Hungary,2020-09-25,2025-08-31,23,4192.54
216,Jill,Higgins,Other,18,jill.higgins@yahoo.com,958.861.9989x95344,Ashleybury,Montana,Indonesia,2021-11-30,2022-11-20,8,1681.63
217,Joshua,Frazier,Male,70,joshua.frazier@hotmail.com,001-919-316-1637,Anthonyberg,Hawaii,Benin,2023-10-29,2025-04-17,12,3927.25
218,Kara,Barrett,Other,49,kara.barrett@hotmail.com,+1-315-710-5087x3731,Anthonyfort,Delaware,Montenegro,2022-03-26,2022-04-26,15,1900.95
219,Meghan,Smith,Female,66,meghan.smith@hotmail.com,+1-331-472-0024x9184,Lake Debra,Kentucky,Tanzania,2024-03-17,2024-03-20,34,2023.35
220,Teresa,Lopez,Other,35,teresa.lopez@hotmail.com,(413)598-1062x0091,Port Stephen,Maryland,Guinea,2021-09-25,2021-09-26,19,1076.48
221,John,Flores,Male,71,john.flores@yahoo.com,600.825.3546,Fredericktown,California,Mexico,2020-12-10,2022-02-02,4,4675.1
222,Tara,Stephens,Female,71,tara.stephens@gmail.com,800.419.4816,West Chelsea,Iowa,Libyan Arab Jamahiriya,2024-06-03,2025-09-07,50,1103.22
223,David,Thompson,Male,60,david.thompson@hotmail.com,112.265.2782x99909,Port Melissachester,Michigan,Falkland Islands (Malvinas),2023-08-09,2024-03-14,14,672.84
224,Suzanne,Stevenson,Female,27,suzanne.stevenson@gmail.com,(499)746-4017x2576,Lopezbury,South Dakota,French Polynesia,2024-03-09,2025-01-18,15,1138.1
225,David,Everett,Female,45,david.everett@gmail.com,+1-884-684-3567,East Barbarashire,Arkansas,Moldova,2023-06-06,2024-07-27,18,3851.49
226,Amanda,Barton,Female,27,amanda.barton@yahoo.com,8882856918,New Michaelfurt,Hawaii,Azerbaijan,2022-04-18,2022-10-28,36,4942.96
227,Nicholas,Evans,Other,66,nicholas.evans@yahoo.com,424-396-1526x8235,Lake Brian,South Dakota,Suriname,2023-03-19,2024-10-23,19,4866.44
228,Christopher,Faulkner,Male,21,christopher.faulkner@gmail.com,+1-844-001-6294x814,Nguyenhaven,Alabama,Colombia,2023-07-15,2023-12-21,6,3087.71
229,Margaret,Silva,Other,43,margaret.silva@hotmail.com,241-287-7517x197,Port Ashley,Oklahoma,Maldives,2023-01-24,2023-04-18,4,4534.18
230,Suzanne,Clarke,Other,59,suzanne.clarke@yahoo.com,001-509-072-3006x40995,Joechester,California,Palau,2025-03-03,2025-06-06,43,3506.41
231,Rhonda,Graves,Female,36,rhonda.graves@hotmail.com,159.323.5250x1554,Port Brandy,Rhode Island,Netherlands Antilles,2024-11-23,2025-04-10,18,1555.42
232,Ronald,Chan,Male,23,ronald.chan@gmail.com,793.124.4691x650,East Jeremiahview,New York,Wallis and Futuna,2024-06-27,2025-04-13,34,3961.54
233,Heather,Woods,Male,66,heather.woods@gmail.com,001-908-981-0135,Garciaside,Maine,Ethiopia,2021-06-04,2022-05-28,10,4455.81
234,Jason,Cooper,Male,72,jason.cooper@yahoo.com,101.163.9127x4242,Brownfurt,North Dakota,Northern Mariana Islands,2024-06-17,2024-08-27,16,907.94
235,Lori,Richards,Female,74,lori.richards@yahoo.com,444.594.7725x12645,Alejandroview,Tennessee,Russian Federation,2022-12-30,2025-06-28,11,4680.86
236,Linda,Warren,Male,53,linda.warren@yahoo.com,3388266045,West Tonyaville,North Carolina,Senegal,2021-06-02,2025-04-14,28,423.01
237,Diane,Whitaker,Female,46,diane.whitaker@yahoo.com,(492)140-6107,North Gregorymouth,Oklahoma,Heard Island and McDonald Islands,2025-08-28,2025-08-31,46,3882.13
238,Richard,Fowler,Other,35,richard.fowler@yahoo.com,633.237.1539x2288,Robertsland,Virginia,Cameroon,2023-09-07,2024-08-23,11,4314.01
239,Tony,Hayes,Other,40,tony.hayes@yahoo.com,978.435.4074x12064,New Paigemouth,Louisiana,Wallis and Futuna,2021-01-26,2022-10-01,7,4299.12
240,Linda,Morris,Other,45,linda.morris@gmail.com,435.039.7120,Wallacefurt,Wyoming,Kiribati,2022-09-30,2023-01-02,39,3397.47
241,Patricia,Thompson,Other,67,patricia.thompson@hotmail.com,3143239691,Johnsonmouth,Indiana,Tuvalu,2021-02-28,2021-09-01,3,3212.38
242,Ronald,Baker,Male,64,ronald.baker@yahoo.com,(637)241-2638x5618,Carpenterport,New Jersey,Afghanistan,2021-12-26,2023-08-14,16,2788.48
243,Robert,Clark,Male,26,robert.clark@gmail.com,+1-120-944-4225x7232,South Mariah,Minnesota,Uganda,2024-02-22,2024-11-17,23,4784.29
244,Matthew,Washington,Male,24,matthew.washington@gmail.com,+1-691-610-4952x0168,Madisonside,Tennessee,Swaziland,2025-05-17,2025-07-24,10,4066.85
245,Jerry,Sanchez,Male,25,jerry.sanchez@hotmail.com,473.273.0703x764,West Veronicaburgh,Arizona,Tajikistan,2024-06-09,2025-01-31,8,4093.16
246,Richard,Giles,Male,62,richard.giles@gmail.com,536-872-0404x293,West Benjamin,Wyoming,Trinidad and Tobago,2020-10-13,2022-10-04,14,3792.32
247,Pamela,Watson,Female,65,pamela.watson@hotmail.com,398-564-0076,Susanbury,Michigan,Macedonia,2022-02-18,2024-09-09,38,3259.24
248,Jesse,Pham,Male,68,jesse.pham@hotmail.com,001-066-549-6040x457,Stephenport,Alaska,Equatorial Guinea,2024-02-19,2024-08-14,9,1976.66
249,James,Davis,Female,34,james.davis@hotmail.com,001-426-923-6692,Lake Kevinshire,Oregon,South Georgia and the South Sandwich Islands,2022-12-16,2024-03-08,33,2173.91
250,Ian,Gomez,Male,31,ian.gomez@hotmail.com,(855)852-4113x61177,Jonathanchester,Mississippi,Colombia,2024-04-21,2025-08-02,14,3074.93
251,Mary,Montes,Male,70,mary.montes@yahoo.com,+1-330-802-3517x78851,Lopezfort,Pennsylvania,Turkmenistan,2024-04-24,2025-07-05,22,4012.56
252,Albert,Martinez,Other,49,albert.martinez@hotmail.com,+1-666-984-9063x471,West Donnachester,Missouri,Algeria,2025-01-06,2025-06-14,5,4854.94
253,Douglas,Kline,Female,47,douglas.kline@yahoo.com,664-344-4795x34133,Salinasshire,South Carolina,Australia,2021-07-26,2023-07-11,5,621.21
254,Leslie,Jones,Female,58,leslie.jones@yahoo.com,001-893-416-5743x23448,Chaveztown,Georgia,Zimbabwe,2022-12-20,2023-10-06,39,2258.07
255,Teresa,Townsend,Other,46,teresa.townsend@hotmail.com,+1-942-797-3751,East Donaldberg,Indiana,Portugal,2023-10-08,2025-03-14,2,557.17
256,Johnathan,Santiago,Female,65,johnathan.santiago@yahoo.com,6627181281,East Jennifer,North Carolina,Azerbaijan,2025-08-25,2025-09-01,26,2069.4
257,Denise,Carlson,Other,19,denise.carlson@yahoo.com,998.100.9965,Lake Ashleyton,Connecticut,Sweden,2024-08-22,2025-07-20,24,2455.55
258,Samuel,Roach,Female,72,samuel.roach@gmail.com,001-533-537-4108x948,Fosterport,Delaware,Saudi Arabia,2023-09-06,2025-06-23,15,4881.9
259,Sonia,Sanders,Female,27,sonia.sanders@gmail.com,295-865-6938,West Stacieton,Hawaii,Cote d'Ivoire,2021-02-22,2022-05-12,16,2883.69
260,Leslie,Hughes,Male,31,leslie.hughes@hotmail.com,907.568.2776x20504,West Danielton,South Carolina,Belarus,2025-02-24,2025-04-20,23,4315.86
261,William,Morales,Other,75,william.morales@hotmail.com,001-948-799-0366x57990,Keithside,Connecticut,El Salvador,2025-07-12,2025-07-12,32,4392.68
262,Joseph,Lee,Other,72,joseph.lee@gmail.com,045.968.5810,Johnsonborough,Indiana,Uzbekistan,2024-09-15,2025-01-29,46,3016.58
263,Rebecca,Johnson,Other,42,rebecca.johnson@gmail.com,(226)891-5608x43171,Cynthiabury,Michigan,Cote d'Ivoire,2020-09-30,2021-01-16,29,3338.48
264,Lisa,Martin,Female,45,lisa.martin@hotmail.com,274.651.9727,New Nicholas,Colorado,Niue,2022-04-06,2022-04-08,13,803.24
265,Collin,Jackson,Other,18,collin.jackson@yahoo.com,(560)324-6812,North Lorifurt,Mississippi,Papua New Guinea,2023-09-28,2024-06-08,13,633.72
266,Jessica,Mcbride,Other,30,jessica.mcbride@gmail.com,(164)560-3820x735,North Amandastad,New York,Lebanon,2022-03-02,2024-11-05,7,1983.18
267,Zachary,Jones,Male,41,zachary.jones@hotmail.com,+1-632-431-3242x6093,Martinezview,Washington,Malta,2024-07-16,2024-12-10,36,2903.5
268,Julian,Moore,Male,73,julian.moore@yahoo.com,482-692-7271x1092,Donovanborough,Texas,Macao,2024-03-08,2024-12-10,22,2796.48
269,Jason,Frost,Male,73,jason.frost@gmail.com,296-665-3153,Taylorfort,Massachusetts,Eritrea,2025-05-18,2025-05-25,22,1345.79
270,Michael,Collins,Other,18,michael.collins@yahoo.com,+1-833-149-8954,West Stephen,Utah,Costa Rica,2024-12-21,2025-04-30,25,947.03
271,Rebecca,Dominguez,Other,65,rebecca.dominguez@yahoo.com,682.586.2023,Crystalburgh,Colorado,Denmark,2021-03-05,2022-09-04,4,1664.45
272,Colton,Schneider,Male,56,colton.schneider@gmail.com,593-264-9638,Port Bruce,Alabama,Lao People's Democratic Republic,2021-02-10,2022-04-17,27,3776.96
273,Edward,White,Other,30,edward.white@hotmail.com,342-773-8637x87529,West Timothy,Vermont,Svalbard & Jan Mayen Islands,2023-11-20,2024-09-14,41,1437.99
274,Madeline,Kidd,Male,31,madeline.kidd@yahoo.com,885.058.4329x4966,Hudsonview,Arkansas,British Indian Ocean Territory (Chagos Archipelago),2020-09-22,2024-02-21,15,3426.36
275,Meredith,Torres,Male,36,meredith.torres@yahoo.com,001-243-318-9863,Garciafort,Wyoming,Moldova,2024-01-09,2024-09-03,14,1555.96
276,Barbara,Lucas,Other,22,barbara.lucas@gmail.com,001-826-775-8133x221,Johnborough,New Hampshire,Jordan,2023-02-11,2025-02-13,17,1057.79
277,Gregory,Stewart,Male,57,gregory.stewart@yahoo.com,5908788033,East Stevenside,Massachusetts,British Indian Ocean Territory (Chagos Archipelago),2023-04-08,2023-11-17,48,2105.48
278,Ellen,Dougherty,Female,23,ellen.dougherty@gmail.com,(739)147-7542,Port Cindyland,Alabama,Serbia,2023-12-02,2024-04-17,20,3963.38
279,Tyler,Rodriguez,Male,71,tyler.rodriguez@gmail.com,3034550939,Lake Carl,New Hampshire,Greece,2022-06-13,2023-12-19,19,1388.52
280,Michael,Guzman,Female,71,michael.guzman@yahoo.com,001-905-729-6183,Robertview,California,Uganda,2022-06-03,2023-10-09,19,998.84
281,Robert,Owen,Other,41,robert.owen@yahoo.com,+1-296-496-3132x291,West Jason,South Dakota,Comoros,2023-06-07,2024-03-28,10,4844.26
282,Christina,Bennett,Other,60,christina.bennett@yahoo.com,671-014-4586x62206,Manningport,South Dakota,United Kingdom,2024-02-09,2024-06-27,21,3441.17
283,Tyler,Smith,Male,35,tyler.smith@hotmail.com,(552)787-6634x236,South Peter,Arkansas,Canada,2024-02-03,2025-07-23,32,2923.63
284,Cindy,Carter,Male,48,cindy.carter@hotmail.com,(654)558-8526,South Alicia,Massachusetts,Fiji,2023-07-13,2025-07-20,2,1444.78
285,Tanya,Bowman,Male,34,tanya.bowman@gmail.com,001-884-045-7889x60314,West Christophershire,Texas,Saint Pierre and Miquelon,2023-06-11,2023-08-28,43,4984.98
286,Kendra,Freeman,Female,59,kendra.freeman@yahoo.com,+1-567-800-2328,Chapmanville,Oklahoma,Samoa,2021-07-08,2024-04-23,14,1499.42
287,Eric,Chung,Other,69,eric.chung@yahoo.com,001-274-932-5177,Donnamouth,Mississippi,Romania,2020-10-28,2022-11-08,39,1530.82
288,Theresa,Holland,Female,75,theresa.holland@gmail.com,280-504-2350x5045,Robertside,Nevada,Iran,2022-09-21,2025-02-19,19,2353.34
289,Todd,Thomas,Other,23,todd.thomas@gmail.com,966.367.0046,Collinstown,Arizona,Uganda,2022-07-22,2024-10-12,49,1920.07
290,Kent,Hernandez,Female,63,kent.hernandez@gmail.com,269.559.1750,Paynefort,Iowa,Kyrgyz Republic,2022-01-30,2022-03-29,14,3036.44
291,Dylan,Jones,Male,75,dylan.jones@gmail.com,001-529-456-7565,Mcmillanstad,Colorado,Bangladesh,2023-08-08,2023-08-28,49,3997.72
292,William,Mendoza,Other,34,william.mendoza@gmail.com,001-997-339-2198x7388,Michelleside,Arkansas,Tuvalu,2023-11-17,2024-08-07,47,4712.6
293,Jennifer,Peters,Other,67,jennifer.peters@hotmail.com,(313)221-2538x4870,Nicholasmouth,Mississippi,Pakistan,2024-05-29,2025-03-13,15,3477.24
294,Lindsey,Gentry,Male,37,lindsey.gentry@hotmail.com,712-034-8086,Freemanfort,Maryland,United States of America,2021-02-19,2025-02-22,34,821.05
295,Juan,Roman,Male,43,juan.roman@gmail.com,9082528005,North Heatherport,Vermont,Antarctica (the territory South of 60 deg S),2023-03-01,2025-03-17,39,2676.06
296,Emily,Brown,Other,22,emily.brown@gmail.com,+1-152-179-3786x11536,Hernandezland,New Jersey,Christmas Island,2021-10-24,2022-09-08,15,250.42
297,Hannah,Marsh,Female,26,hannah.marsh@gmail.com,2939717843,North Lydia,Idaho,Tunisia,2022-03-02,2025-08-12,30,1499.47
298,Nicholas,Jones,Female,56,nicholas.jones@yahoo.com,(097)499-7729x700,Leefort,Oregon,Thailand,2023-12-08,2025-03-11,22,4317.41
299,Kylie,Nash,Other,38,kylie.nash@hotmail.com,221.615.3080x66357,Isaiahmouth,Idaho,Zimbabwe,2024-09-10,2025-04-17,42,2731.36
300,Cynthia,Petty,Male,64,cynthia.petty@gmail.com,+1-302-829-9458,Robertsville,Arkansas,Guyana,2023-05-09,2024-11-28,18,1829.76
